1079,Recibo de Entrega,0
1080,Recibo de Entrega,0
1081,Caixa de Entrega,0
1082,Caixa de Entrega ,0
1083,Caixa de Entrega  ,0
1084,Bilhete da Kafra,0
1085,Tubo de Ensaio com Líquido Desconhecido,0
1086,Tubo de Ensaio com Líquido Desconhecido,0
1087,Tubo de Ensaio com Líquido Desconhecido,0
1088,Solução de Morroc,0
1089,Solução de Payon,0
1090,Tubo de Ensaio com Líquido Desconhecido,0
1091,Caixa de Entrega,0
1092,Tubo de Ensaio,0
1093,Garrafa de Poção,0
1094,Trança Curta,0
1095,Ponteiro,0
1096,Casca Arredondada,0
1097,Página Deteriorada,0
1098,Algemas,0
1099,Uniforme Velho de Presidiário,0
1101,Espada,3
1102,Espada,4
1103,Espada,0
1104,Alfanje,3
1105,Alfanje,4
1106,Alfanje,0
1107,Lâmina,3
1108,Lâmina,4
1109,Lâmina,0
1110,Florete,2
1111,Florete,3
1112,Florete,0
1113,Cimitarra,2
1114,Cimitarra,3
1115,Cimitarra,3
1116,Kataná,3
1117,Kataná,4
1118,Kataná,0
1119,Tsurugi,1
1120,Tsurugi,2
1121,Tsurugi,0
1122,Sabre de Impacto,2
1123,Haedonggum,1
1124,Espada Orc,0
1125,Sabre de Impacto,3
1126,Sabre,2
1127,Sabre,3
1128,Haedonggum,2
1129,Flamberge,0
1130,Nagan,0
1131,Alfanje de Gelo,0
1132,Lâmina Turca,0
1133,Língua de Fogo,0
1134,Espada de César,0
1135,Cutelo,0
1136,Espada Solar,0
1137,Excalibur,0
1138,Mysteltain,0
1139,Talefing,0
1140,Byeollungum,0
1141,Espada Imaterial,0
1142,Espada Adornada,0
1143,Espada de Gaia,0
1144,Sashimi,0
1145,Vingadora Sagrada,0
1146,Espada Citadina,1
1147,Espada Citadina,2
1148,Lâmina de Poeira Estelar,1
1149,Flamberge,2
1150,Krasnaya de Libra,1
1151,Espada Matadora,2
1152,Espada Matadora,3
1153,Espada Matadora,0
1154,Espada Bastarda,2
1155,Espada Bastarda,3
1156,Espada Bastarda,0
1157,Espada de Duas Mãos,1
1158,Espada de Duas Mãos,2
1159,Espada de Duas Mãos,0
1160,Espada Larga,1
1161,Balmung,0
1162,Espada Larga,2
1163,Claymore,0
1164,Muramasa,0
1165,Masamune,0
1166,Caçadora de Dragões,0
1167,Schweizersabel,0
1168,Zweihander,0
1169,Executora,0
1170,Katzbalger,0
1171,Zweihander,2
1172,Claymore,2
1173,Muramasa [A],0
1174,¾×¼­Å¥¼Å³Ê,0
1175,Zanbatô,1
1176,Dilaceradora,2
1177,Muramash,0
1178,Schweizersabel,2
1179,Executora,1
1180,Matadora de Dragões,2
1181,Tae Goo Lyeon,2
1182,Comedor Sangrento,2
1183,Katzbalger de Assalto A,0
1184,Katzbalger de Assalto B,0
1185,Terror Violeta,2
1186,Guia da Morte,2
1187,Claymore Gloriosa,0
1188,Espada Veterana,1
1189,Krasnaya,3
1190,Å©·¹ÀÌ¸ð¾î,0
1191,Lâmina Escarlate,0
1192,Espada Valhalla Iniciante,0
1193,Espada Valhalla Intermediária,0
1194,Executioner,0
1196,Espada Cromada de duas mãos,0
1197,Espada Matadora III do Éden,0
1198,Arenque,0
1201,Faca,3
1202,Faca,4
1203,Faca,0
1204,Punhal,3
1205,Punhal,4
1206,Punhal,0
1207,Main Gauche,3
1208,Main Gauche,4
1209,Main Gauche,0
1210,Faca Escocesa,2
1211,Punhal,3
1212,Punhal,0
1213,Adaga,2
1214,Adaga,3
1215,Adaga,0
1216,Stiletto,2
1217,Stiletto,3
1218,Stiletto,0
1219,Gladius,2
1220,Gladius,3
1221,Gladius,0
1222,Damascus,1
1223,Adaga da Boa Ventura,0
1224,Destruidor de Espada,0
1225,Destruidor de Malha,0
1226,Damascus,2
1227,Faca de Capina,0
1228,Faca de Combate,0
1229,Faca da Mamãe,0
1230,Rondel,0
1231,Bazerald,0
1232,Adaga do Algoz,0
1233,Adaga Exorcista,0
1234,Walgwanggum,0
1235,Azoth,0
1236,Sucsamad,0
1237,Adaga Sinistra,0
1238,Adaga da Cobiça,0
1239,Adaga Venenosa,0
1240,Adaga Real,0
1241,Adaga Profana,0
1242,Adaga Certeira,0
1243,Adaga do Aprendiz,0
1244,Adaga Sagrada,0
1245,Cinquedea,1
1246,Cinquedea,2
1247,Adaga Incendiária,0
1248,Adaga de Obsidiana,0
1249,Adaga do Pescador,0
1250,Jur,2
1251,Jur,3
1252,Katar,1
1253,Katar,2
1254,Jamadhar,0
1255,Jamadhar,1
1256,Katar Gélida,0
1257,Katar da Espinheira Empoeirada,0
1258,Katar da Chama Impetuosa,0
1259,Katar do Vento Perfurante,0
1260,Osso Afiado de Carniçal,0
1261,Infiltrador,0
1262,Unha de Loki,0
1263,Toque Profano,0
1264,Jur Especial,4
1265,Rugido Sangrento,0
1266,Infiltrador,1
1267,Infiltrador [A],0
1268,Garra da Fera Selvagem,1
1269,Escama Invertida,0
1270,Katar Perfurante,1
1271,Lágrimas Sangrentas,2
1272,µî µÚ¸¦ ±Ü´Â ÀÚ,0
1273,Rugido Sangrento [A],0
1274,¾ðÈ¦¸®ÅÍÄ¡,0
1275,Katar Gélida,3
1276,Katar da Espinheira Empoeirada,3
1277,Katar da Chama Impetuosa,3
1278,Katar do Vento Perfurante,3
1279,Katar da Carnificina A,0
1280,Katar da Carnificina B,0
1281,Rugido Sangrento Glorioso,0
1282,Jamadhar Glorioso,0
1283,Àçºü¸¥ Ä«Å¸¸£,0
1284,Krishna,2
1285,Chakram,2
1286,ÀÚ¸¶´Ù¸£,0
1287,Durga,1
1288,ºí·¯µðÇÇ¾î,0
1289,Katar I do Grupo Éden,0
1290,Katar de Agente,1
1291,Katar do Sicário,1
1292,Katar Aprimorada,1
1293,Jamadhar de Vellum,0
1294,Pavor de Vellum,0
1295,Lágrimas Sangrentas,3
1296,¸ÞÅ» Ä«Å¸¸£,1
1297,Inverse Scale,2
1298,Bat-Katar,2
1299,Katar TE,0
1300,Cleaver,3
1301,Machado,3
1302,Machado,4
1303,Machado,0
1304,Machado dos Orcs,0
1305,Talhador,0
1306,Machado de Combate,1
1307,Falcão do Vento,0
1308,Machado Dourado,0
1309,Machado dos Orcs,4
1310,Retalhador Glorioso,0
1311,Machado Vecer,2
1312,¿ÀÅ°½¬ ¾×½º,0
1313,¿©ÇàÀÚÀÇ µµ³¢,0
1314,Tomahawk,0
1315,Light Epsilon,0
1317,¾ÆÄ«µ¥¹Ì ¾×½º,1
1318,Tentáculo Afiado,2
1319,Machado TE,0
1320,µð¹Ù ¿¢½º,1
1321,Tentáculo Afiado,3
1322,Blue Axe,1
1323,Ru Gold Axe,2
1324,War Axe,3
1325,Mirage Axe,1
1326,Machado de Combate Ilusional,2
1328,Blut Axe,0
1331,Abyss Axe,1
1333,Golden Wrench,2
1336,Guardian Knight Axe,2
1341,Machado da Destruição,2
1351,Machado de Batalha,3
1352,Machado de Batalha,4
1353,Machado de Batalha,0
1354,Marreta,2
1355,Marreta,3
1356,Marreta,0
1357,Demolidor,1
1358,Demolidor,2
1359,Demolidor,0
1360,Machado de Duas Mãos,1
1361,Machado de Duas Mãos,2
1362,Machado de Duas Mãos,0
1363,Machado Sangrento,0
1364,Machado Impetuoso,0
1365,Sabbath,0
1366,Cruz Impiedosa,0
1367,Carniceiro,0
1368,Tacape,0
1369,Guilhotina,0
1370,Machado do Apocalipse,0
1371,Machado do Apocalipse,1
1372,Cruz Impiedosa [A],0
1373,ºí·¯µå ¾×½º,0
1374,Åä¸¶È£Å©,0
1375,Bardiche Dentilhado,2
1376,Desolador,1
1377,Fúria do Furacão,1
1378,±×·¹ÀÌÆ®¾×½º,0
1379,Machado de Batalha Insana A,0
1380,Machado de Batalha Insana B,0
1381,Machado de Batalha de Iniciante,3
1382,Machado de Duas Mãos Glorioso,0
1383,Machado Celestial,0
1384,Machado Veterano,2
1385,Martelo Quebra-Pedra de Bradium,0
1386,µÒ ½½·¹ÀÌ¾î,0
1387,Machado Gigante,1
1388,ÅõÇÚµå¾×½º,0
1389,Tomahawk,0
1390,Light Epsilon,0
1391,Machado de 2 Mãos I do Éden,0
1392,Aço Ígneo,1
1393,Sectora Final,1
1394,Machado Aprimorado de Duas Mãos,1
1395,Demolidor de Vellum,0
1396,Guilhotina de Vellum,0
1397,Bradium Stone Hammer,2
1398,¸ÞÅ» ÅõÇÚµå¾×½º,1
1399,Machado de Duas Mãos TE,0
1400,Pique Sobrenatural,1
1401,Azagaia,3
1402,Azagaia,4
1403,Azagaia,0
1404,Ranseur,3
1405,Ranseur,4
1406,Ranseur,0
1407,Pique,3
1408,Pique,4
1409,Pique,0
1410,Lança,0
1411,Lança,0
1412,Lança,0
1413,Gungnir,0
1414,Gelerdria,0
1415,Broca,0
1416,Tjungkuletti,0
1417,Bardiche,1
1418,Gungnir,2
1419,Bardiche [A],0
1420,Lança Longa,1
1421,Lança de Gancho,1
1422,Lança de Caça,1
1423,ÆúX.O,0
1424,²¿Ã¬ÀÌ,0
1425,Lança de Assalto,0
1426,Lança Gloriosa,0
1427,ÈÇ¸¢ÇÑ ÀåÃ¢,0
1428,·ÕÈ¥,1
1429,ÇåÆÃ ½ºÇÇ¾î,1
1430,ÆÄÀÌÅ©,0
1431,Pole Axe,0
1432,Pole Axe,0
1433,Lança Imperial,1
1434,Lança I do Grupo Éden,0
1435,Lança-canhão,1
1436,Lança de Vellum,0
1437,Pique TE,0
1438,Lança de Cinzas,1
1439,¹ÝÂÊ µ¹°Ý´ëÀåÀÇ ½ºÇÇ¾î,0
1440,¹èÆ²ÈÅ,3
1441,¼­´ÃÇÑ Ã¢,1
1442,ºû³ª´Â Ã¢,2
1443,Pique Rubi,2
1444,Lança de Iansã,3
1445,½Å·ÚÀÇ Ã¢,0
1446,Requiem Spear,0
1447,Lança Peçonhenta,3
1448,Lança de Oxóssi,3
1449,Gelerdria,3
1450,Arpão Sobrenatural,1
1451,Guisarme,2
1452,Guisarme,3
1453,Guisarme,0
1454,Glaive,2
1455,Glaive,3
1456,Glaive,0
1457,Guerrilheira,1
1458,Guerrilheira,2
1459,Guerrilheira,0
1460,Tridente,2
1461,Tridente,3
1462,Tridente,0
1463,Alabarda,1
1464,Alabarda,2
1465,Alabarda,0
1466,Foice,0
1467,Guisarme-Bico,0
1468,Zéfiro,0
1469,Lança de Longiness,0
1470,Brionac,0
1471,Fogo Infernal,0
1472,Cajado Cabalístico,0
1473,Cajado Esfíngico,0
1474,Gae Bolg,0
1475,Lança Eqüestre,0
1476,Foice,1
1477,Lança Espectral,0
1478,Ahlspiess,0
1479,Lança Espectral,1
1480,Gae Bolg,2
1481,Zéfiro,3
1482,Lança de Assalto de Duas Mãos,0
1483,Lança de Marfim,1
1484,Pilares,1
1485,Tridente de Batalha,4
1486,Lança de Duas Mãos Gloriosa,0
1487,·£½º,0
1488,¾Ë½´ÇÇ½º,0
1489,Agulhão,0
1490,Lança Gigante,0
1491,Lança Aprimorada de Duas Mãos,1
1492,Glaive de Vellum,0
1493,¸ÞÅ» ·£½º,1
1494,Lança das Ondas,3
1495,Lança TE,0
1496,Lança Dupla de Cinzas,1
1497,Fogo Infernal,3
1498,Lança Rubi,2
1499,Requiem Lance,0
1501,Clava,3
1502,Clava,4
1503,Clava,0
1504,Maça,3
1505,Maça,4
1506,Maça,0
1507,Esmagador,2
1508,Esmagador,3
1509,Esmagador,3
1510,Mangual,2
1511,Mangual,3
1512,Mangual,3
1513,Maça de Guerra,1
1514,Maça de Guerra,2
1515,Maça de Guerra,2
1516,Maça Espada,0
1517,Maça Espada,1
1518,Maça Espada,1
1519,Mangual Pesado,2
1520,Mangual Pesado,3
1521,Mangual Pesado,3
1522,Atordoador,0
1523,Clava com Espetos,0
1524,Maça de Ouro,1
1525,Maça Longa,0
1526,Maça de Talho,0
1527,Quatrilho,0
1528,Grande Cruz,0
1529,Taco,0
1530,Mjollnir,0
1531,Chave Inglesa,0
1532,Atordoador,2
1533,¿ë»çÀÇ ¹ß¹¶,0
1534,½ºÆÐ³Ê,0
1535,Martelo de Forja de Hollgrehenn,1
1536,±Â¸ð´×½ºÅ¸,0
1537,Äõµå¸±,0
1538,Clava com Espetos,2
1539,Maça de Ouro,2
1540,Grande Cruz,1
1541,Nêmesis,0
1542,Maça de Campo de Batalha A,0
1543,Maça de Campo de Batalha B,0
1544,Frigideira Lunar,3
1545,Maça de Iniciante,3
1546,Maça de Guerra Gloriosa,0
1547,±¤±âÀÇ µÐ±â,0
1548,Martelo Veterano,2
1549,Bate-Estacas,0
1550,Livro,3
1551,Bíblia,2
1552,Tábula,1
1553,Livro das Ondas,0
1554,Livro da Mãe Terra,0
1555,Livro do Sol Ardente,0
1556,Livro do Golpe de Vento,0
1557,Livro do Apocalipse,0
1558,Diário de Menina,1
1559,Herança do Dragão,0
1560,Diário do Sábio,2
1561,Livro Capa Dura,1
1562,Diário de Campo de Batalha,1
1563,Diário do Sábio [A],0
1564,Enciclopédia,2
1565,Death Note,2
1566,ÇöÁöÀÇ ÀÏ±â,0
1567,¾çÀåº»,0
1568,Livro das Ondas,3
1569,Livro da Mãe Terra,3
1570,Livro do Sol Ardente,3
1571,Livro do Golpe de Vento,3
1572,Princípios da Magia,2
1573,Magia Antiga,2
1574,Livro de Estratégia de Batalha A,0
1575,Livro de Estratégia de Batalha B,0
1576,Tábula Gloriosa,0
1577,Livro do Apocalipse Glorioso,0
1578,±âµµÇÏ´Â ÀÚÀÇ ¼­,0
1579,»ç½ÅÀÇ ¸íºÎ,2
1580,´ë¹é°ú »çÀü,0
1581,Diary of Great Sage,2
1582,Diary of Great Sage,2
1583,Dicionário I do Grupo Éden,0
1584,Livro de Feitiços do Frio,2
1585,Livro Aprimorado,1
1586,Bíblia de Vellum,0
1587,Enciclopédia de Vellum,0
1588,¸ÞÅ» ºÏ,1
1589,Legacy of Dragon,2
1590,Compêndio de Criaturas,2
1591,Livro TE,0
1592,³ú½ÅÀÇ °èº¸,2
1593,¿î¸íÀÇ¼­,1
1594,ºÒ²É½ÅÀÇ °èº¸,2
1595,¾ó¾îºÙÀº ½ÅÀÇ °èº¸,2
1596,Livro da Mãe Terra,2
1597,¹ÝÂÊ ¼ÕÀÚº´¹ý,0
1598,Compêndio de Criaturas,3
1599,Angra Mainyu,0
1600,Cajado Sobrenatural,1
1601,Bastão,3
1602,Bastão,4
1603,Bastão,0
1604,Vareta,2
1605,Vareta,3
1606,Vareta,0
1607,Cajado,2
1608,Cajado,3
1609,Cajado,0
1610,Cetro,1
1611,Cetro,2
1612,Vara Mestra,0
1613,Cajado do Poder,0
1614,Bastão Xamista,0
1615,Bastão Arcano,0
1616,Cajado do Vento,0
1617,Bastão do Sobrevivente,0
1618,Bastão do Sobrevivente,1
1619,Bastão do Sobrevivente,0
1620,Bastão do Sobrevivente,1
1621,Cajado do Hipnotizador,1
1622,Cajado do Hipnotizador,2
1623,Cajado do Poder [A],0
1624,Cajado do Feiticeiro,2
1625,Cajado Restaurador,0
1626,Cajado Perfurador,0
1627,½ºÅÆÇÁ,0
1628,»ýÁ¸ÀÇ ÁöÆÎÀÌ,0
1629,Cajado do Cavalheiro,1
1630,Liberação da Sabedoria,0
1631,Vara Sagrada,1
1632,Varinha Mágica do Feiticeiro,0
1633,Varinha de Batalha do Feiticeiro,0
1634,Varinha da Recuperação Forte,0
1635,Varinha da Recuperação Rápida,0
1636,Cajado de Espinhos da Escuridão,0
1637,Apaga-Mentes,0
1638,Ä¡À¯ÀÇ ÁöÆÎÀÌ,0
1639,Cajado de Iniciante,3
1640,Cetro Glorioso,0
1641,Varinha Gloriosa de Cura,0
1642,¹àÁö ¸øÇÑ ÀÚÀÇ ÁöÆÎÀÌ,0
1643,Cajado da Árvore Morta,0
1644,½ºÅÂÇÁ ¿Àºê ÇÇ¾î½Ì,0
1645,¸®Ä¡ÀÇ ÇØ°ñÁöÆÎÀÌ,2
1646,Bastão de Lágrimas,2
1647,Cajado da Cruz,1
1648,Cajado do Maestro,0
1649,Cajado dos Esplêndidos,0
1650,Cajado Valhalla Iniciante,0
1651,Cajado Valhalla Intermediário,0
1652,¿©ÇàÀÚÀÇ ÁöÆÎÀÌ,0
1653,Èú¸µ ½ºÅÂÇÁ,0
1654,Cajado Mental,1
1657,Cajado da Afeição,2
1658,Cajado III do Grupo Éden,0
1659,Luz da Recuperação,1
1660,Cajado da Afeição Fortalecido,1
1661,Destruidora Mental,0
